Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
54521	WDR44	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	WD repeat domain 44	gi|45238858;gi|296841075;gi|296841073	3	309246340.202	0.3574	5941676.94263	4	4	3	3	3	3
23394	ADNP	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_1,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	activity-dependent neuroprotector homeobox	gi|31563503	1	1071622571.15	1.0073	16744102.6743	4	4	3	3	1	1
3850	KRT3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	keratin 3	gi|109148552	1	1.38210308627e+11	13.593	225956101.474	3	0	2	0	1	1
10549	PRDX4	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	peroxiredoxin 4	gi|5453549	1	20521202707.5	41.5297	690350263.476	5	4	4	3	1	1
84267	C9orf64	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromosome 9 open reading frame 64	gi|110815802	1	69648701.5558	0.1822	3028204.41547	1	1	1	1	1	1
644019	CBWD6	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	COBW domain containing 6	gi|146231952	1	20995850.9135	0.0095	157863.540703	1	0	1	0	1	1
2959	GTF2B	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	general transcription factor IIB	gi|4504193	1	33564813.0014	0.1122	1864711.83341	1	1	1	1	1	1
1739	DLG1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	discs, large homolog 1 (Drosophila)	gi|324120938;gi|148539578;gi|324120936;gi|324120934;gi|148539628	5	269749119.915	0.396	6582379.80187	1	1	0	0	5	5
8346	HIST1H2BI	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H2bi	gi|4504271	1	5.15345961468e+11	281.3522	4676926064.49	5	0	4	0	1	1
2049	EPHB3	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EPH receptor B3	gi|17975768	1	87105313.4824	0.0085	141404.729679	1	0	1	0	1	1
1523	CUX1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_1,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cut-like homeobox 1	gi|321400112;gi|321400116;gi|321400107;gi|31652238;gi|31652236;gi|321400114	6	57127315.1905	0.0414	688492.315175	2	1	2	1	6	6
