Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
114884	OSBPL10	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	oxysterol binding protein-like 10	gi|291327480;gi|19923812	2	50422332.0895	0.0502	655831.008597	1	0	1	0	2	2
65244	SPATS2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	spermatogenesis associated, serine-rich 2	gi|148746220	1	57469698.9767	0.1518	1981713.75782	1	1	1	1	1	1
22908	SACM1L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	SAC1 suppressor of actin mutations 1-like (yeast)	gi|190014578	1	17591757.1044	0.0364	475452.894714	1	1	1	1	1	1
27258	LSM3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	gi|7657315	1	74505933.95	1.4264	18626483.4875	2	2	2	2	1	1
51574	LARP7	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	La ribonucleoprotein domain family, member 7	gi|109809741;gi|388490152	2	311014849.104	0.8506	11107673.1823	3	3	2	2	2	2
28511	NKIRAS2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	NFKB inhibitor interacting Ras-like 2	gi|222136628;gi|222136630	2	27339423.1841	0.1919	2506113.79188	1	1	1	1	2	2
2885	GRB2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	growth factor receptor-bound protein 2	gi|45359859;gi|4504111	2	1931591997.9	12.6789	165565028.392	6	6	5	5	2	2
26130	GAPVD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	GTPase activating protein and VPS9 domains 1	gi|51093832	1	93005436.9054	0.1032	1347904.88269	2	2	2	2	1	1
1627	DBN1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	drebrin 1	gi|18426913;gi|18426915	2	268265694.384	0.6848	8942189.8128	2	2	1	1	2	2
7332	UBE2L3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ubiquitin-conjugating enzyme E2L 3	gi|4507789;gi|373432682;gi|373432684	3	3974749608.78	37.444	488957293.143	3	3	1	1	3	3
134492	NUDCD2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	NudC domain containing 2	gi|21687129	1	76616538.968	0.7334	9577067.371	1	1	1	1	1	1
