Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
2047	EPHB1	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EPH receptor B1	gi|4758284	1	92845977.2087	0.0143	150723.988975	1	0	1	0	1	1
55425	KIAA1704	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	KIAA1704	gi|33354279	1	345662828.195	1.9308	20333107.5409	1	1	1	1	1	1
84306	PDCD2L	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	programmed cell death 2-like	gi|14150141	1	29089454.7025	0.1535	1616080.81681	1	1	0	0	1	1
1119	CHKA	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	choline kinase alpha	gi|47078278;gi|47078276	2	745937117.494	3.2264	33976431.8527	1	1	1	1	2	2
51202	DDX47	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	DEAD (Asp-Glu-Ala-Asp) box polypeptide 47	gi|41327776;gi|20149629	2	456924951.332	2.1749	22903506.3324	2	2	2	2	2	2
391	RHOG	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ras homolog family member G	gi|46249393	1	631509131.634	2.5994	27374302.8004	3	2	3	2	1	1
847	CAT	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	catalase	gi|4557014	1	5057666897.4	16.009	168588896.58	11	11	9	9	1	1
30845	EHD3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	EH-domain containing 3	gi|7657056	1	890993095.442	1.3182	13882323.018	6	1	4	0	1	1
8968	HIST1H3F	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	histone cluster 1, H3f	gi|10440560	1	4536347691.37	5.1591	54330386.0018	2	0	2	0	1	1
6173	RPL36A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein L36a	gi|316983124	1	69495083.4279	0.3142	3309289.68704	1	0	1	0	1	1
