Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
3800	KIF5C	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	kinesin family member 5C	gi|4758650	1	1603928023.32	0.7396	9217977.14551	6	0	4	0	1	1
5636	PRPSAP2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	phosphoribosyl pyrophosphate synthetase-associated protein 2	gi|345478668;gi|345478671;gi|345478666;gi|4506133	4	233595037.168	0.9491	11828809.8355	3	3	3	3	4	4
10240	MRPS31	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	mitochondrial ribosomal protein S31	gi|186928854	1	211282934.48	0.7706	9603769.74908	3	3	3	3	1	1
27258	LSM3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	gi|7657315	1	773255331.283	15.5107	193313832.821	3	3	3	3	1	1
1429	CRYZ	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	crystallin, zeta (quinone reductase)	gi|197927207;gi|194239674;gi|194239676	3	4325613495.81	20.5732	256408863.332	8	8	7	7	3	3
60559	SPCS3	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	signal peptidase complex subunit 3 homolog (S. cerevisiae)	gi|11345462	1	446534780.896	4.4785	55816847.612	2	2	1	1	1	1
128239	IQGAP3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	IQ motif containing GTPase activating protein 3	gi|39753961	1	730296858.017	0.3052	3803629.46884	1	0	1	0	1	1
11266	DUSP12	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	dual specificity phosphatase 12	gi|6005956	1	42379304.3714	0.17	2118965.21857	1	1	1	1	1	1
1488	CTBP2	co_1,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	C-terminal binding protein 2	gi|145580578;gi|145580575	2	417968904.026	1.119	13945770.9757	3	3	2	2	2	2
8301	PICALM	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	phosphatidylinositol binding clathrin assembly protein	gi|56788368;gi|332688231;gi|332635087;gi|56788366	4	895790494.082	2.197	27381550.592	6	5	6	5	4	4
208	AKT2	co_0,ki_1,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	v-akt murine thymoma viral oncogene homolog 2	gi|339895855;gi|4502023	2	330995612.488	0.4238	5282305.57711	3	1	3	1	2	2
23408	SIRT5	co_1,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	sirtuin 5	gi|300795542;gi|13787215;gi|338827628;gi|6912664	4	56365609.9387	0.276	3440444.75869	1	1	0	0	4	4
8907	AP1M1	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	adaptor-related protein complex 1, mu 1 subunit	gi|194473724;gi|14210504	2	184243782.458	0.29	3614012.65591	1	0	1	0	2	2
9520	NPEPPS	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	aminopeptidase puromycin sensitive	gi|158937236	1	7123721320.44	9.2131	114825799.183	20	14	15	10	1	1
57221	KIAA1244	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	KIAA1244	gi|154350241	1	19885435.9897	0.0141	175977.309643	1	1	1	1	1	1
79568	C2orf47	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	chromosome 2 open reading frame 47	gi|239582772	1	195324035.689	0.7124	8878365.25857	2	2	2	2	1	1
