Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
51691	NAA38	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	N(alpha)-acetyltransferase 38, NatC auxiliary subunit	gi|7706425	1	172151493.03	2.2254	24593070.4329	1	1	1	1	1	1
10528	NOP56	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	NOP56 ribonucleoprotein	gi|32483374	1	804699489.016	2.3489	25958048.0328	7	7	4	4	1	1
11021	RAB35	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	RAB35, member RAS oncogene family	gi|262527293;gi|5803135	2	5207170624.95	41.0501	453655016.568	2	2	1	1	2	2
55623	THUMPD1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	THUMP domain containing 1	gi|42476024	1	1662053267.59	6.2665	69252219.4828	7	7	4	4	1	1
1841	DTYMK	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	deoxythymidylate kinase (thymidylate kinase)	gi|259013537;gi|42544174	2	891688519.014	4.7463	52452265.8244	4	4	3	3	2	2
5717	PSMD11	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11	gi|394953908	1	4691107386.27	15.7217	173744718.01	9	9	8	8	1	1
3191	HNRNPL	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	heterogeneous nuclear ribonucleoprotein L	gi|52632383;gi|52632385	2	13625725087.4	47.4215	524066349.516	18	18	15	15	2	2
27257	LSM1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)	gi|7657313	1	30389125.8685	0.4583	5064854.31142	1	1	1	1	1	1
26509	MYOF	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	myoferlin	gi|19718759;gi|7305053	2	86759892.3497	0.0613	677811.658982	4	4	3	3	2	2
23085	ERC1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ELKS/RAB6-interacting/CAST family member 1	gi|38045896;gi|38045898	2	619734394.074	0.9722	10743932.3734	4	3	2	2	2	2
1029	CDKN2A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cyclin-dependent kinase inhibitor 2A	gi|300863096	1	27167708.4605	0.3512	3881101.20864	1	1	1	1	1	1
261726	TIPRL	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	TIP41, TOR signaling pathway regulator-like (S. cerevisiae)	gi|23097250;gi|73088934	2	650085272.723	4.2893	47402051.136	3	3	3	3	2	2
1072	CFL1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	cofilin 1 (non-muscle)	gi|5031635	1	1.77821180386e+11	1477.4761	16327959050.8	13	10	12	9	1	1
1660	DHX9	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	DEAH (Asp-Glu-Ala-His) box helicase 9	gi|100913206	1	10448567201.7	14.1114	155948764.204	25	25	19	19	1	1
9533	POLR1C	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	polymerase (RNA) I polypeptide C, 30kDa	gi|42560246	1	53054995.8382	0.2824	3120882.10813	1	1	0	0	1	1
