Gene ID	Symbol	Annotation	Modification	Description	Protein GI	Protein Num	Area	FoT(1e-6)	iBAQ	Peptide Num	Unique Peptide Num	Strict Peptide Num	US Peptide Num	Identified Proteins Num	Unique Proteins Num
7818	DAP3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	death associated protein 3	gi|315434214;gi|315434216;gi|315434212	3	123195754.277	0.7264	5983419.52306	1	1	1	1	3	3
32	ACACB	co_0,ki_0,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	acetyl-CoA carboxylase beta	gi|134142062	1	306447672.088	0.1431	1178644.89265	2	0	1	0	1	1
3149	HMGB3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_1,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	high mobility group box 3	gi|71143137	1	236906792.525	4.7932	39484465.4209	2	2	0	0	1	1
7311	UBA52	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ubiquitin A-52 residue ribosomal protein fusion product 1	gi|77539055	1	1.07759201109e+11	545.0592	4489966712.88	4	0	4	0	1	1
23658	LSM5	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	gi|6912488	1	850547813.699	34.4174	283515937.9	1	1	0	0	1	1
8635	RNASET2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribonuclease T2	gi|5231228	1	2226637339.37	19.3073	159045524.241	6	6	6	6	1	1
51503	CWC15	co_0,ki_0,li_0,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	CWC15 spliceosome-associated protein homolog (S. cerevisiae)	gi|116812573	1	36940584.1336	0.4983	4104509.34818	1	1	0	0	1	1
51499	TRIAP1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	TP53 regulated inhibitor of apoptosis 1	gi|7705467	1	27314337.8378	0.6632	5462867.56756	1	1	0	0	1	1
6606	SMN1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	survival of motor neuron 1, telomeric	gi|13259512;gi|4507091	2	68996209.8291	0.4653	3833122.76828	1	0	1	0	2	2
10419	PRMT5	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	protein arginine methyltransferase 5	gi|20070220;gi|88900507	2	377904126.568	1.3697	11283233.7255	5	5	4	4	2	2
140032	RPS4Y2	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ribosomal protein S4, Y-linked 2	gi|88703062	1	3243797707.77	9.5464	78639537.9979	5	0	3	0	1	1
86	ACTL6A	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	actin-like 6A	gi|4757718;gi|30089999	2	586475614.021	3.2072	26419748.4274	4	2	3	2	2	2
100526767	RNF103-CHMP3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	RNF103-CHMP3 readthrough	gi|312147344	1	12319409.0673	0.0623	513308.711138	1	0	1	0	1	1
23215	PRRC2C	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	proline-rich coiled-coil 2C	gi|115298682	1	28775516.113	0.0309	254650.585071	1	1	0	0	1	1
9991	PTBP3	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	polypyrimidine tract binding protein 3	gi|349732190;gi|255003744;gi|38569466;gi|255003738;gi|349732186;gi|349732192	6	838376744.071	3.759	30964936.6674	2	1	2	1	6	6
35	ACADS	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	acyl-CoA dehydrogenase, C-2 to C-3 short chain	gi|4557233	1	22487928.9199	0.13	1070853.75809	1	1	0	0	1	1
3932	LCK	co_0,ki_1,li_0,re_1,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	lymphocyte-specific protein tyrosine kinase	gi|112789548	1	163777420.39	0.0568	467935.486829	1	0	1	0	1	1
3712	IVD	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	isovaleryl-CoA dehydrogenase	gi|226958412;gi|226958414	2	788681628.911	4.076	33576120.0714	4	4	3	3	2	2
836	CASP3	co_0,ki_0,li_0,re_1,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	caspase 3, apoptosis-related cysteine peptidase	gi|14790119	1	16817327.938	0.1458	1201237.70986	1	1	1	1	1	1
100532731	COMMD3-BMI1	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	COMMD3-BMI1 readthrough	gi|323276616	1	48322977.4613	0.1128	929288.028102	1	0	1	0	1	1
8971	H1FX	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	H1 histone family, member X	gi|5174449	1	242085887.124	2.6716	22007807.9203	2	2	2	2	1	1
5880	RAC2	co_0,ki_0,li_1,re_0,pmm_0,pmh_1,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)	gi|4506381	1	1168223245.71	5.2525	43267527.6189	2	0	1	0	1	1
55667	DENND4C	co_0,ki_0,li_0,re_0,pmm_0,pmh_0,tf_0,gbindxenopus_0	Acetyl_0,Methyl_0,GlyGly_0,Biotin_0,PhosphoST_0,PhosphoY_0,#_0,#_0	DENN/MADD domain containing 4C	gi|408684407	1	185523058.477	0.2275	1873970.28765	4	4	1	1	1	1
